workbook_role,workbook,sheet,cell,formula,cached_value,cached_value_available
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AS81,=AS16/10^6,423.40000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AT81,=AT16/10^6,425.79999999999995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AU81,=AU16/10^6,428.2,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AV81,=AV16/10^6,430.59999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AW81,=AW16/10^6,433.00000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AX81,=AX16/10^6,435.19999999000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AY81,=AY16/10^6,437.40000001000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,B82,=B17/10^6,0.01093481,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,C82,=C17/10^6,0.01556277,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,D82,=D17/10^6,0.0294398,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,E82,=E17/10^6,0.06758938,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,F82,=F17/10^6,0.23008382,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,G82,=G17/10^6,0.31721455,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,H82,=H17/10^6,0.47975896,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,I82,=I17/10^6,0.6803891600000002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,J82,=J17/10^6,0.80235074,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,K82,=K17/10^6,0.7594346900000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,L82,=L17/10^6,0.69763821,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,M82,=M17/10^6,0.6309939600000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,N82,=N17/10^6,0.6044111100000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,O82,=O17/10^6,0.5574325400000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,P82,=P17/10^6,0.6015107599999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Q82,=Q17/10^6,0.63543222,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,R82,=R17/10^6,0.6413552299999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,S82,=S17/10^6,0.8917449299999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,T82,=T17/10^6,1.3079119499999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,U82,=U17/10^6,1.83045239,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,V82,=V17/10^6,2.6400367800000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,W82,=W17/10^6,3.8248729,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,X82,=X17/10^6,4.6586244500000005,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Y82,=Y17/10^6,6.22910644,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Z82,=Z17/10^6,8.12559663,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AA82,=AA17/10^6,10.21183843,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AB82,=AB17/10^6,12.539663989999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AC82,=AC17/10^6,15.322912780000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AD82,=AD17/10^6,18.72415889,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AE82,=AE17/10^6,22.839380780000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AF82,=AF17/10^6,27.82071668,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AG82,=AG17/10^6,33.813395480000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AH82,=AH17/10^6,40.88880229,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AI82,=AI17/10^6,49.394086259999995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AJ82,=AJ17/10^6,59.40622819000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AK82,=AK17/10^6,70.86325289999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AL82,=AL17/10^6,83.97098211999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AM82,=AM17/10^6,98.62204093000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AN82,=AN17/10^6,114.47672505,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AO82,=AO17/10^6,130.98384416,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AP82,=AP17/10^6,147.80730114000002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AQ82,=AQ17/10^6,164.97991376,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AR82,=AR17/10^6,182.09578872999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AS82,=AS17/10^6,199.39047486,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AT82,=AT17/10^6,215.80356415999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AU82,=AU17/10^6,230.98669543,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AV82,=AV17/10^6,245.04202109,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AW82,=AW17/10^6,258.47782705000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AX82,=AX17/10^6,270.76809202,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AY82,=AY17/10^6,282.48985619000007,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,B83,=B18/10^6,231.69196638000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,C83,=C18/10^6,229.49753721,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,D83,=D18/10^6,232.00452217999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,E83,=E18/10^6,237.79745365,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,F83,=F18/10^6,266.59414898,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,G83,=G18/10^6,303.09318331000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,H83,=H18/10^6,336.16869762,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,I83,=I18/10^6,375.57953209999994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,J83,=J18/10^6,390.2785771200001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,K83,=K18/10^6,385.3763939,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,L83,=L18/10^6,374.31417663,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,M83,=M18/10^6,373.04936402,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,N83,=N18/10^6,381.08898824999994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,O83,=O18/10^6,385.81176085,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,P83,=P18/10^6,395.23341243,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Q83,=Q18/10^6,405.71186508,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,R83,=R18/10^6,410.60617972999995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,S83,=S18/10^6,423.75754637,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,T83,=T18/10^6,426.42647783,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,U83,=U18/10^6,423.95699158,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,V83,=V18/10^6,423.10691009,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,W83,=W18/10^6,408.22299216,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,X83,=X18/10^6,393.34137555,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Y83,=Y18/10^6,393.6608935599999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Z83,=Z18/10^6,393.37440337000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AA83,=AA18/10^6,392.68816158,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AB83,=AB18/10^6,391.5503360099999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AC83,=AC18/10^6,389.67708722000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AD83,=AD18/10^6,387.92584109999996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AE83,=AE18/10^6,385.0106192300001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AF83,=AF18/10^6,381.02928332000005,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AG83,=AG18/10^6,375.83660452000004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AH83,=AH18/10^6,369.11119771,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AI83,=AI18/10^6,361.80591374,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AJ83,=AJ18/10^6,352.9937718,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AK83,=AK18/10^6,342.7367471,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AL83,=AL18/10^6,330.82901785999996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AM83,=AM18/10^6,317.37795907,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AN83,=AN18/10^6,302.52327495000003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AO83,=AO18/10^6,287.01615585,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AP83,=AP18/10^6,271.1926988800001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AQ83,=AQ18/10^6,255.02008623999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AR83,=AR18/10^6,238.90421125999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AS83,=AS18/10^6,224.00952514999997,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AT83,=AT18/10^6,209.99643583999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AU83,=AU18/10^6,197.21330457000002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AV83,=AV18/10^6,185.5579789,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AW83,=AW18/10^6,174.52217295999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AX83,=AX18/10^6,164.43190797,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AY83,=AY18/10^6,154.91014382,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,B84,=B19/10^6,28798.25185384,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,C84,=C19/10^6,29794.623525050003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,D84,=D19/10^6,30746.366951109994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,E84,=E19/10^6,31540.888812049998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,F84,=F19/10^6,31722.838493959996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,G84,=G19/10^6,31531.83502265,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,H84,=H19/10^6,31892.299783780003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,I84,=I19/10^6,31198.117480830002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,J84,=J19/10^6,31285.446489629994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,K84,=K19/10^6,31218.564103449997,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,L84,=L19/10^6,30737.249644620002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,M84,=M19/10^6,30706.26706785,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,N84,=N19/10^6,30992.969149039993,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,O84,=O19/10^6,31550.963088430006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,P84,=P19/10^6,32558.881391289997,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Q84,=Q19/10^6,33878.9771737,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,R84,=R19/10^6,34689.26778131999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,S84,=S19/10^6,35184.81905359001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,T84,=T19/10^6,34454.77616987,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,U84,=U19/10^6,32733.56026256,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,V84,=V19/10^6,32841.37636936,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,W84,=W19/10^6,33363.78375858001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,X84,=X19/10^6,34738.061145190004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Y84,=Y19/10^6,35050.36809349,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Z84,=Z19/10^6,35506.70434171,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AA84,=AA19/10^6,35925.25644202,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AB84,=AB19/10^6,36293.81954096001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AC84,=AC19/10^6,36572.106797709996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AD84,=AD19/10^6,36943.70925933,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AE84,=AE19/10^6,37295.97976675,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AF84,=AF19/10^6,37678.72447932001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AG84,=AG19/10^6,37968.17806672,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AH84,=AH19/10^6,38247.313895310006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AI84,=AI19/10^6,38606.887679010004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AJ84,=AJ19/10^6,38928.91998272,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AK84,=AK19/10^6,39242.25712199,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AL84,=AL19/10^6,39537.4971693,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AM84,=AM19/10^6,39817.20262584001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AN84,=AN19/10^6,40232.111464550006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AO84,=AO19/10^6,40625.65959101001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AP84,=AP19/10^6,41037.65055909,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AQ84,=AQ19/10^6,41358.17362516,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AR84,=AR19/10^6,41630.240140340014,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AS84,=AS19/10^6,41712.236414959996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AT84,=AT19/10^6,41936.02611141001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AU84,=AU19/10^6,42271.69505819,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AV84,=AV19/10^6,42701.37019504001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AW84,=AW19/10^6,43300.93871918999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AX84,=AX19/10^6,43584.46769961999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AY84,=AY19/10^6,43863.32295771999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,B85,=B20/10^6,0.36856475,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,C85,=C20/10^6,0.37704429000000006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,D85,=D20/10^6,0.36953482,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,E85,=E20/10^6,0.33979708,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,F85,=F20/10^6,0.34675693,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,G85,=G20/10^6,0.36726229,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,H85,=H20/10^6,0.30885349,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,I85,=I20/10^6,0.25723415000000005,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,J85,=J20/10^6,0.24176241,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,K85,=K20/10^6,0.24886142,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,L85,=L20/10^6,0.30862353,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,M85,=M20/10^6,0.5401237099999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,N85,=N20/10^6,0.7383142199999999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,O85,=O20/10^6,2.85959523,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,P85,=P20/10^6,8.41736633,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Q85,=Q20/10^6,17.932969869999997,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,R85,=R20/10^6,44.1864442,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,S85,=S20/10^6,104.20038231000002,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,T85,=T20/10^6,179.54927244999993,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,U85,=U20/10^6,242.56905663,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,V85,=V20/10^6,341.82884394,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,W85,=W20/10^6,662.1888322000001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,X85,=X20/10^6,1042.44017885,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Y85,=Y20/10^6,1382.2309263999998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,Z85,=Z20/10^6,1661.54704043,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,VKT by vehicle type,AA85,=AA20/10^6,2017.8253452000004,True
