engine,source_path,series_id,FY,value,unit,formula,value_status,forecast_segment
ar1,Current finalist Base case,ruc_revenue_net_admin,2048,11474.159382139997,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2049,12131.102116632106,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2050,12761.47986114865,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2031,112.63851900438661,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2032,113.6795219489166,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2033,114.8206504049168,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2034,116.1769267155724,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2035,117.7804389842208,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2036,119.5898232554249,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2037,121.6401572129457,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2038,123.9105351840218,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2039,126.565333101647,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2040,129.5419668616133,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2041,132.68414389017602,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2042,135.96948112896598,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2043,139.2226015692376,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2044,142.15793757553791,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2045,144.9085167120616,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2046,147.77436395406733,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2047,150.6102097498246,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2048,153.5874825273612,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2049,156.2599897574404,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_admin_fees,2050,158.4461923244504,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2031,6955.828594531209,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2032,7277.372643079543,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2033,7608.991231956344,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2034,7962.547157122223,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2035,8341.968178221918,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2036,8748.936573344952,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2037,9186.852570554074,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2038,9659.901086509679,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2039,10177.659847181645,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2040,10741.4189877813,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2041,11342.911972756172,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2042,11976.964740485068,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2043,12625.804586479539,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2044,13268.65028995587,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2045,13913.222513816097,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2046,14580.401154685624,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2047,15266.32991440313,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2048,15975.520282979069,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2049,16673.934192282744,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_gross_revenue,2050,17343.080126680077,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2031,6617.671193048093,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2032,6928.915212176217,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2033,7250.546402316871,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2034,7593.928428745813,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2035,7963.026332906366,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2036,8359.542069472038,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2037,8786.75198127841,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2038,9249.002322486942,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2039,9755.298377595373,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2040,10306.838989527276,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2041,10895.649568340315,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2042,11516.997703820822,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2043,12153.14699103849,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2044,12783.870253162737,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2045,13416.27178749111,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2046,14070.046447147897,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2047,14741.867174539466,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2048,15435.498604002172,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2049,16118.769175679667,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_nltf_net_revenue,2050,16774.015508885033,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2031,225.51888247872895,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2032,234.77790895440899,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2033,243.62417923455672,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2034,252.44180166083805,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2035,261.1614063313313,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2036,269.8046806174898,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2037,278.46043206271895,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2038,286.98822883871355,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2039,295.79613648462544,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2040,305.03803139241074,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2041,314.5782605256802,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2042,323.9975555352787,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2043,333.4349938718122,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2044,342.62209921759677,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2045,352.04220961292515,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2046,362.58034358365825,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2047,373.85253011384054,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2048,386.43419644953616,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2049,398.90502684563774,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_refunds,2050,410.61842547059655,$m nominal ex GST,ruc + fed + mvr refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_revenue_net_admin,2031,6843.1900755268225,$m nominal ex GST,total_gross_revenue - total_admin_fees,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_revenue_net_admin,2032,7163.693121130626,$m nominal ex GST,total_gross_revenue - total_admin_fees,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,total_revenue_net_admin,2033,7494.170581551427,$m nominal ex GST,total_gross_revenue - total_admin_fees,post_model_extrapolation,post_model_extrapolation
