candidate_id,scenario_name,fy,pool_anchor_fy2030,hybrid_pool_index,expected_pool_million_km,emitted_class_sum_million_km,class_sum_residual,scenario_population_from_input_path,emitted_light_petrol_vkt,expected_light_petrol_vkt,ped_identity_residual
early_structural,current_comparison_1,2046,19718.636295565673,2.2504453398228947,44375.713159018356,44375.71315901836,7.275957614183426e-12,7208279.147023891,15041.76567586088,15041.765675860881,-1.8189894035458565e-12
early_structural,current_comparison_1,2047,19718.636295565673,2.345126276916079,46242.692121682194,46242.69212168219,-7.275957614183426e-12,7316385.697349424,13619.422245423324,13619.422245423324,0.0
early_structural,current_comparison_1,2048,19718.636295565673,2.4441565970178205,48195.43498600188,48195.43498600188,0.0,7426134.546369655,12340.7785423738,12340.7785423738,0.0
early_structural,current_comparison_1,2049,19718.636295565673,2.5337340676382296,49961.78054944245,49961.78054944244,-7.275957614183426e-12,7537526.703693367,11177.164344329296,11177.164344329296,0.0
early_structural,current_comparison_1,2050,19718.636295565673,2.608129816269767,51428.76325864405,51428.76325864406,7.275957614183426e-12,7650589.745547779,10118.051568590394,10118.051568590394,0.0
balanced_structural,current_basecase,2031,19291.158087465952,1.0437590442401588,20135.32072765927,20135.32072765927,0.0,5568625.239104366,34036.47205467476,34036.47205467476,0.0
balanced_structural,current_basecase,2032,19291.158087465952,1.0896737522431927,21021.068618285637,21021.068618285637,0.0,5605327.138383648,34169.83400040407,34169.83400040407,0.0
balanced_structural,current_basecase,2033,19291.158087465952,1.138653875621785,21965.951921525648,21965.951921525648,0.0,5641762.518548759,34168.6119993445,34168.6119993445,0.0
balanced_structural,current_basecase,2034,19291.158087465952,1.1937216765989147,23028.27357570457,23028.27357570457,0.0,5678433.158728389,34039.138689775544,34039.138689775544,0.0
balanced_structural,current_basecase,2035,19291.158087465952,1.2556357932082134,24222.66858706035,24222.66858706035,0.0,5715342.660674074,33713.045871605485,33713.045871605485,0.0
balanced_structural,current_basecase,2036,19291.158087465952,1.3228618133216479,25519.53636865978,25519.53636865978,0.0,5752492.148624376,33126.318706128084,33126.31870612808,7.275957614183426e-12
balanced_structural,current_basecase,2037,19291.158087465952,1.395940403492782,26929.30700446027,26929.30700446027,0.0,5789883.272154019,32224.459382580724,32224.459382580724,0.0
balanced_structural,current_basecase,2038,19291.158087465952,1.474665807255807,28448.011213952366,28448.011213952366,0.0,5827517.543523213,30953.636245163074,30953.636245163078,-3.637978807091713e-12
balanced_structural,current_basecase,2039,19291.158087465952,1.563362043118122,30159.064321735455,30159.06432173546,3.637978807091713e-12,5865396.4388599135,29307.625370093807,29307.625370093807,0.0
