candidate_id,scenario_name,fy,series_id,governed_expression,published_value,registry_recomputed,residual
unblended_current,current_basecase,2045,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4143.483881035039,4143.483881035039,0.0
unblended_current,current_basecase,2046,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4213.982467736364,4213.982467736364,0.0
unblended_current,current_basecase,2047,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4278.782531932055,4278.782531932055,0.0
unblended_current,current_basecase,2048,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4342.480948594106,4342.480948594106,0.0
unblended_current,current_basecase,2049,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4403.957479823993,4403.957479823993,0.0
unblended_current,current_basecase,2050,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4463.306795361984,4463.306795361984,0.0
unblended_current,current_comparison_1,2031,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3032.2463759261796,3032.2463759261796,0.0
unblended_current,current_comparison_1,2032,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3163.2163013539403,3163.2163013539403,0.0
unblended_current,current_comparison_1,2033,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3290.2722788478377,3290.2722788478377,0.0
unblended_current,current_comparison_1,2034,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3417.738313082731,3417.738313082731,0.0
unblended_current,current_comparison_1,2035,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3544.708556102419,3544.708556102419,0.0
unblended_current,current_comparison_1,2036,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3670.307295432039,3670.307295432039,0.0
unblended_current,current_comparison_1,2037,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3795.4571728001583,3795.4571728001583,0.0
unblended_current,current_comparison_1,2038,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3920.306990771134,3920.306990771134,0.0
unblended_current,current_comparison_1,2039,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4044.8122746531526,4044.8122746531526,0.0
unblended_current,current_comparison_1,2040,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4168.876601028648,4168.876601028648,0.0
unblended_current,current_comparison_1,2041,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4289.270550326,4289.270550326,0.0
unblended_current,current_comparison_1,2042,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4395.205153598896,4395.205153598896,0.0
unblended_current,current_comparison_1,2043,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4517.137160117422,4517.137160117422,0.0
unblended_current,current_comparison_1,2044,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4647.3760018211715,4647.3760018211715,0.0
unblended_current,current_comparison_1,2045,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4763.589448487802,4763.589448487802,0.0
unblended_current,current_comparison_1,2046,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4889.873546135812,4889.873546135812,0.0
unblended_current,current_comparison_1,2047,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,5010.71895891008,5010.71895891008,0.0
unblended_current,current_comparison_1,2048,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,5128.331560390878,5128.331560390878,0.0
unblended_current,current_comparison_1,2049,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,5245.842721109494,5245.842721109494,0.0
